time,chw_total,hw_total,hw_kl,chw_kl,hw_cob,chw_cob,hw_SE1,chw_SE1,hw_SE2,chw_SE2,hw_SSB,chw_SSB,hw_SSM,chw_SSM,hw_SAAC,chw_SAAC,total_sunpower_kwh
2017-12-29 6:30:00,171.3230092,201.4196262,21.8,42.4,9.3,14.7,147.5,82.4,0,9.00225,13.76,NULL,NULL,NULL,NULL,NULL,4863.202475
2017-12-29 6:15:00,124.9038364,199.9799161,-0.1,0,51.6,14.8,136.8,84.6,0,12.6031,15.2,NULL,NULL,NULL,NULL,NULL,5949.362483
2017-12-29 6:00:00,134.3336812,214.1799178,13.2,7,45.5,15.1,144.8,84.6,0,12.6031,14.56,NULL,NULL,NULL,NULL,NULL,2412.749994
2017-12-29 5:45:00,126.2135039,149.2796822,-0.1,0,0,14.9,127.7,85.7,0,10.8027,14.88,NULL,NULL,NULL,NULL,NULL,917.1949976
2017-12-29 5:30:00,212.2102119,235.3396426,11.9,36.4,2.1,14.9,149.2,86.5,0,9.90247,12.96,NULL,0.1,0.1,7.1,9,4758.520024
2017-12-29 5:15:00,212.2007125,271.5997766,12.5,31.7,47.3,14.8,132.1,87.6,0,11.7029,12.64,NULL,0.1,0.1,21.6,8.5,5816.725038
2017-12-29 5:00:00,244.8497863,254.9197851,12.4,52.3,47.2,14.8,124.2,84.3,9.6,12.6031,12.8,NULL,0.1,0.1,21.6,9,474.6050036
2017-12-29 4:45:00,192.0645444,228.8598333,26.2,8.6,0,14.8,139.8,83.5,0,15.3038,13.12,NULL,0.1,0.1,9.4,9,4427.897468
2017-12-29 4:30:00,178.7578234,230.1996633,23.3,13,0,14.8,129.4,81.6,13.2,0,12.8,NULL,0.1,0.1,4.8,9,4437.672479
2017-12-29 4:15:00,239.7695733,295.299676,15.8,45.3,45.7,14.8,159.3,84.1,8.4,10.8027,12.64,NULL,0.1,10.5,21.6,9,1055.077503
2017-12-29 4:00:00,183.7903113,274.3396015,14.9,0,47.1,14.6,129.4,85.2,12.9,9.90247,12.8,NULL,0.1,8.8,5.6,9,1641.002496
2017-12-29 3:45:00,194.3232258,214.6597286,15.4,20.9,0,14.8,119.2,84.1,0,9.90247,13.44,NULL,0.1,0.1,21.6,9,342.2450012
2017-12-29 3:30:00,231.7106584,232.4197904,-0.1,50.1,11,14.8,162.3,84.6,12.6,11.7029,12.8,NULL,0.1,0.1,4,9,425.2299989
2017-12-29 3:15:00,179.9876727,303.4597302,-0.1,0,45.9,14.9,199.7,86.3,0,0,12.96,NULL,0.1,12.1,9.4,9,352.2875001
2017-12-29 3:00:00,193.0516327,309.5196839,29.7,9.7,4,14.8,182.4,86.3,12.9,15.3038,12.8,NULL,0.1,0.1,21.6,9,633.5400026
2017-12-29 2:45:00,234.7396077,248.4197925,6.9,54.5,0,14.8,181.3,85.2,0,11.7029,13.28,NULL,0.1,0.1,20.8,9,647.929998
2017-12-29 2:30:00,197.5839912,270.059931,31.5,0,44.3,14.9,140.1,83.5,11.1,13.5034,12.16,NULL,0.1,12.2,6.3,9,3248.075007
2017-12-29 2:15:00,191.8603514,252.4996711,13.3,9.3,47.1,14.9,125.5,89,0,10.8027,13.12,NULL,0.1,0.1,7.1,9,397.0975017
2017-12-29 2:00:00,233.2007622,196.7798134,0,51.6,8.6,14.9,127.7,85.7,0,12.6031,13.28,NULL,0.1,0.1,20.8,9,466.0974985
2017-12-29 1:45:00,188.0400565,178.8197576,0,0,0,14.9,130.5,86,0,9.90247,13.6,NULL,0.1,12.1,4,9,560.4025033
2017-12-29 1:30:00,204.9700243,236.7396794,13.4,6.7,45.7,15.1,113.5,84.9,0,9.00225,12.96,NULL,0.1,12.1,4,8.5,1369.284977
2017-12-29 1:15:00,211.8098168,201.479882,-0.1,37,45.6,14.8,118.4,84.6,0,12.6031,13.44,NULL,0.1,0.1,5.6,9,3296.525035
2017-12-29 1:00:00,188.0705259,151.6398427,-0.1,9.9,7.3,14.9,103,86.3,0,11.7029,13.76,NULL,0.1,0.1,7.9,8.5,1213.225003
2017-12-29 0:45:00,204.8031624,221.8797508,0,8,48,14.8,108.5,86.3,0,9.90247,13.6,NULL,0.1,12.4,11.7,8.5,1439.430003
2017-12-29 0:30:00,226.8590225,208.0999969,5.9,45.6,46.8,14.8,106.6,89.6,0,0,13.44,NULL,0.1,0.1,17.8,9,5033.207511
2017-12-29 0:15:00,195.7301119,232.7597618,24.2,11,0,14.8,116.5,89,13.2,13.5034,13.44,NULL,0.1,0.1,17,9,5568.862526
2017-12-29 0:00:00,177.1702462,233.3398438,12,0,45.2,14.8,114,86.5,0,9.90247,13.44,NULL,0.1,0.1,21.6,9,2339.707484
2017-12-28 23:45:00,177.3407613,227.7797142,11.5,0,47.8,14.8,119.2,87.9,0,9.90247,13.28,NULL,0.1,0.1,4,9,1423.552497
2017-12-28 23:30:00,154.2677708,186.5000001,23.5,0,4.1,14.8,111,76.7,0,0,13.44,NULL,0.1,0.1,4,9,1353.060016
2017-12-28 23:15:00,200.2201667,186.8196925,12.5,0,0,14.9,111,83.8,0,13.5034,13.44,NULL,0.1,12.2,20.1,9.5,1292.429996
2017-12-28 23:00:00,188.9391607,244.6796839,22.8,0,45,14.9,112.9,84.9,8.4,9.90247,13.28,NULL,0.1,0.1,4,9,5232.270038
2017-12-28 22:45:00,172.5201626,212.1196619,0,0,44.8,14.7,111.8,86.3,0,9.90247,13.44,NULL,0.1,0.1,6.3,9,3464.364976
2017-12-28 22:30:00,201.0206638,165.2000013,-0.1,9.2,0,14.9,108.8,90.4,8.1,12.6031,13.6,NULL,0.1,12.4,14,9,6030.287552
2017-12-28 22:15:00,189.9418014,224.3998681,18.2,0,46.1,14.9,101.9,93.1,11.7,16.204,13.28,NULL,0.1,0.1,4,9,6342.344978
2017-12-28 22:00:00,194.740735,199.1196926,11.5,0,28.3,14.8,106.9,91.8,0,12.6031,13.44,NULL,0.1,0.1,12.4,9,560.6800022
2017-12-28 21:45:00,239.4611994,205.6797115,12.8,39.8,-0.1,14.9,118.7,92.3,11.1,13.5034,12.8,NULL,0.1,12.4,12.4,9,5868.215027
2017-12-28 21:30:00,194.8113382,206.0999993,14.4,0,48.2,14.9,107.1,91.8,0,14.4036,13.6,NULL,0.1,0.1,6.3,9,6164.49501
2017-12-28 21:15:00,183.6647195,256.4597994,12.4,0,49,14.8,116.8,89.8,0,15.3038,13.44,NULL,0.1,0.1,20.1,9,6875.272493
2017-12-28 21:00:00,235.1503989,192.1797544,12.8,45.5,0,14.9,131.3,88.7,0,10.8027,13.76,NULL,0.1,12.2,4,8.5,629.0000086
2017-12-28 20:45:00,175.5743433,183.7199203,15.4,0,-0.1,14.9,108.5,90.9,0,9.90247,13.6,NULL,0.1,0.1,20.8,9,4305.550006
2017-12-28 20:30:00,192.0641471,231.1798138,14.8,0,48.9,14.8,101.4,92.9,24.3,14.4036,13.6,NULL,0.1,4.7,8.6,8.5,3624.230008
2017-12-28 20:15:00,251.3545401,209.339711,0,48.4,46.8,14.9,113.5,96.2,0,14.4036,13.92,NULL,0.1,12.4,4,9,6102.217512
2017-12-28 20:00:00,206.19321,183.2000009,23.8,18.1,2,14.8,118.4,98.6,0,9.90247,14.08,NULL,0.1,0.1,6.3,9,809.9400002
2017-12-28 19:45:00,203.3640982,238.9596642,9.8,0,47,14.8,106.6,100.3,9.9,13.5034,13.44,NULL,0.1,12.3,21.6,9.5,2972.754997
2017-12-28 19:30:00,203.3740425,271.0999914,10.3,0,42.1,14.8,111.8,100,44.4,13.5034,10.4,NULL,0.1,11.4,16.3,9,5110.290031
2017-12-28 19:15:00,204.7534689,181.1597942,19.5,8.9,0,14.8,110.7,99.7,0,10.8027,10.24,NULL,0.1,0.1,11.7,9,5731.572539
2017-12-28 19:00:00,237.5305057,226.0596028,7.3,37.1,42.2,14.8,111,95.9,0,10.8027,9.92,NULL,0.1,12.1,4,8.5,5781.792529
2017-12-28 18:45:00,189.085812,190.8797514,0,0,33.7,14.7,100.5,96.2,0,14.4036,10.24,NULL,0.1,0.1,16.3,9,5346.905001
2017-12-28 18:30:00,247.3451111,179.2797844,15.4,45.7,0,15,101.9,102.5,0,22.5056,10.24,NULL,0.1,0.1,17.8,9,5573.002534
2017-12-28 18:15:00,259.131128,188.7999994,0,44.9,39.3,14.9,102.5,107.1,0,12.6031,10.56,NULL,0.1,12.3,18.5,9,6266.377503
2017-12-28 18:00:00,247.4137291,199.3596004,5.4,47.8,42.1,14.9,93.4,110.7,0,10.8027,9.12,NULL,0.1,0.1,9.4,9,6336.37248
2017-12-28 17:45:00,249.4628524,160.3797537,9.9,46.2,7,14.9,81.3,120.3,0.6,9.90247,9.12,NULL,0.1,0.1,12.4,9,5067.007472
2017-12-28 17:30:00,264.9042756,171.099999,8.3,42.7,42.1,14.3,86.5,123.3,0,17.1043,8.96,NULL,0.1,0.1,10.1,8.5,6774.125055
2017-12-28 17:15:00,254.609367,195.4398062,5.4,40.8,41.1,13.5,81,127.7,9.9,13.5034,8.96,NULL,0.1,11.4,20.8,8.5,7243.297485
2017-12-28 17:00:00,239.4196948,127.4520769,4.8,38.5,0,13,77.5,126.6,0,10.8027,10.08,NULL,0.1,0.1,12.4,8.5,572.6299989
2017-12-28 16:45:00,236.0026981,147.8996401,-0.1,37,0,12.6,76.9,126.4,9.9,10.8027,9.44,NULL,0.1,0.1,20.8,8,3727.302505
2017-12-28 16:30:00,252.8212731,153.5000038,0,41.8,34.2,11.9,81.3,123.3,0,17.1043,2.24,NULL,0.1,9.6,14,8.5,5234.682522
2017-12-28 16:15:00,229.804049,128.7999974,-0.1,38.5,0,11.5,78,111.3,10.5,16.204,NULL,NULL,0.1,0.1,16.3,8,4799.727529
2017-12-28 16:00:00,241.0217245,128.2010476,-0.1,35.9,0,10.9,82.1,103.3,0,18.9047,NULL,NULL,0.1,9,20.8,8.5,6636.972503
2017-12-28 15:45:00,208.7042186,164.0999971,6.5,30.5,37.3,10.2,80.5,93.1,10.2,15.3038,NULL,NULL,0.1,8.4,5.6,8,6965.767492
2017-12-28 15:30:00,208.820822,154.3999992,6.2,32.1,0,9.7,78.3,86.3,9.6,15.3038,NULL,NULL,0.1,7.9,14.7,8,7110.89249
2017-12-28 15:15:00,203.4208218,134.4000015,8.6,30.1,0,8.8,84.3,86,10.5,15.3038,NULL,NULL,0.1,7.2,7.1,7.5,6903.917527
2017-12-28 15:00:00,208.4210424,296.3000036,-0.1,34.8,36.9,8.5,86.3,80.2,0,16.204,NULL,NULL,0.1,7,126.1,8,2727.327481
2017-12-28 14:45:00,187.1038181,273.8999985,-0.1,30.1,0,8.4,96.4,70.1,14.4,15.3038,NULL,NULL,0.1,6.7,131.5,8,3256.499992
2017-12-28 14:30:00,180.8214975,275.3000036,-0.1,28.9,0,8.3,100.3,68.4,0,18.0045,NULL,NULL,0.1,6.8,131.5,7.5,5897.207532
2017-12-28 14:15:00,199.8042681,298.5999981,-0.1,34.5,34.8,8.5,91.8,76.7,13.8,17.1043,NULL,NULL,0.1,6.8,127.6,8,5877.595031
2017-12-28 14:00:00,163.7201465,244.1000029,-0.1,28.7,0,6.7,65.7,56.6,0,12.6031,NULL,NULL,0.1,4.9,142.1,7.5,8010.165028
2017-12-28 13:45:00,221.6033703,278.0999893,0,32.7,38.6,9.4,66.5,78.6,14.4,13.5034,NULL,NULL,0.1,7.7,128.4,7.5,7099.187483
2017-12-28 13:30:00,150.5393732,253.9999983,-0.1,23.1,-0.1,6.6,84.6,55.2,0,13.5034,NULL,NULL,0.1,0.1,136,7,487.8650009
2017-12-28 13:15:00,251.7404922,322.3000008,23,43.1,45.2,14.9,93.1,95.6,0,18.0045,NULL,NULL,0.1,0.1,126.9,9,2253.817493
2017-12-28 13:00:00,238.4026953,318.2999955,11.9,43,36.7,14.7,98.6,95.6,0,10.8027,NULL,NULL,0.1,12.3,132.2,9,5370.057467
2017-12-28 12:45:00,244.2035943,285.5999943,11.2,51.1,0,14.7,105.2,92.9,0,14.4036,NULL,NULL,0.1,11.7,130.7,9,5250.689975
2017-12-28 12:30:00,220.1029183,341.8000027,10.6,42.7,49.8,14.9,104.7,83.2,0,11.7029,NULL,NULL,0.1,0.1,142.1,9,6889.462505
2017-12-28 12:15:00,216.804049,329.2999946,-0.1,43,49.2,14.7,107.7,80.8,0,16.204,NULL,NULL,0.1,0.1,132.2,9,6754.342518
2017-12-28 12:00:00,211.9040472,269.2000013,0,53.4,0,14.9,98.1,75,0,16.204,NULL,NULL,0.1,0.1,136.8,8,4808.850005
2017-12-28 11:45:00,209.8202471,346.1000057,15.3,42.7,42.5,14.7,101.4,69.5,0,9.00225,NULL,NULL,0.1,12.4,136.8,9,1470.6575
2017-12-28 11:30:00,187.4169981,336.2999979,0,43,49.7,14.9,112.9,66.5,10.8,0,NULL,NULL,0.1,0.1,129.2,8.5,5252.839992
2017-12-28 11:15:00,214.5203692,338.1000057,8.2,53.6,30.5,14.7,119.8,64,0,13.5034,NULL,NULL,0.1,12.3,136.8,9,7216.792515
2017-12-28 11:00:00,198.6194712,322.6999994,12.3,42.4,0,14.8,126.9,58.8,14.1,9.90247,NULL,NULL,0.1,12.2,134.5,9.5,7195.99001
2017-12-28 10:45:00,180.6169954,359.0016398,11.7,41.8,49.8,14.8,124.2,59.1,0,0,NULL,NULL,0.1,12.4,141.4,9,7462.602506
2017-12-28 10:30:00,207.6203699,389.8000041,23,52.6,47.6,14.9,129.1,57.7,14.1,13.5034,NULL,NULL,0.1,12.2,126.9,9,7460.667522
2017-12-28 10:15:00,191.2201472,302.0000006,11.3,49.9,0,14.9,126.4,55.5,0,12.6031,NULL,NULL,0.1,0.1,126.1,9,7784.235004
2017-12-28 10:00:00,186.2196979,363.5999924,8.8,50.4,21.9,14.9,126.6,55.7,14.4,10.8027,NULL,NULL,0.1,0.1,143.7,8.5,7667.182504
2017-12-28 9:45:00,191.338698,372.6000019,15.5,55.5,50.1,14.8,133.5,54.4,0,10.8027,NULL,NULL,0.1,0.1,138.3,9,7960.307516
2017-12-28 9:30:00,179.4409231,384.2999874,14.7,41.2,49,14.8,129.9,54.9,14.4,11.7029,NULL,NULL,0.1,0.1,129.2,9,7856.122521
2017-12-28 9:15:00,183.0201484,300.4999995,0,40.9,0,14.8,122.8,55.5,0,12.6031,NULL,NULL,0.1,0.1,143.7,9,6252.92747
2017-12-28 9:00:00,187.538695,329.1999941,12.6,53.8,0,14.9,139,53,0,10.8027,NULL,NULL,0.1,0.1,128.4,9,6485.272522
2017-12-28 8:45:00,160.6169975,428.0999986,34.5,41.3,47.4,14.8,153,53,0,0,NULL,NULL,0.1,0.1,145.2,9,2810.647512
2017-12-28 8:30:00,198.9208233,341.3000008,0,51.4,29.1,14.9,152.7,52.4,0,15.3038,NULL,NULL,0.1,12.5,123.8,9,7223.869996
2017-12-28 8:15:00,211.0169918,352.3000031,9.7,43.4,3.1,14.9,143.1,53.3,0,0,NULL,NULL,0.1,0,133.7,31,3605.255018
2017-12-28 8:00:00,120.2026978,196.5000057,-0.1,41.8,50.8,14.9,137.6,52.2,0,10.8027,NULL,NULL,NULL,NULL,NULL,NULL,6657.672485
2017-12-28 7:45:00,129.3018003,207.1000042,13,53.7,49.7,14.8,136.3,53.3,0,0,NULL,NULL,NULL,NULL,NULL,NULL,5753.789974
2017-12-28 7:30:00,124.0033715,239.2999949,10.3,41.1,50.2,15,170.9,50.5,0,13.5034,NULL,NULL,NULL,NULL,NULL,NULL,6893.675015
2017-12-28 7:15:00,140.3026983,212.2000027,0,49.9,50.8,14.9,153.3,51.3,0,10.8027,NULL,NULL,NULL,NULL,NULL,NULL,7156.882511
2017-12-28 7:00:00,135.3038228,158.7000065,10.6,51.2,0,14.9,140.6,50,0,15.3038,NULL,NULL,NULL,NULL,NULL,NULL,7398.450006
2017-12-28 6:45:00,139.4400449,174.4000031,24.5,0,-0.1,14.8,108.8,51.1,0,16.204,NULL,NULL,0.1,8.5,6.3,9,7474.01746
2017-12-28 6:30:00,157.5826153,229.459991,25.1,7.1,48.3,14.8,85.7,53.8,0,18.9047,12,NULL,0.1,0.1,21.6,9,7822.86748
2017-12-28 6:15:00,148.0907647,245.1795817,-0.1,11,47.9,14.8,113.2,50,13.2,11.7029,12.16,NULL,0.1,0.1,4,9,7807.344952
2017-12-28 6:00:00,141.2909885,210.5999995,37.9,0,-0.1,14.7,123.1,51.6,0,12.6031,12.16,NULL,0.1,0.1,13.2,9,8081.870007
2017-12-28 5:45:00,142.9742672,294.9797846,28.3,0,21.4,14.9,167.3,55.7,12.6,14.4036,11.84,NULL,0.1,0.1,8.6,9,8073.027477
2017-12-28 5:30:00,139.1910438,293.9596702,0,0,46.4,14.8,169.8,52.7,0,13.5034,10.56,NULL,0.1,0.1,14.7,9,8155.010013
2017-12-28 5:15:00,153.8406251,280.3396421,-0.1,-0.1,45.6,14.9,152.5,61.8,13.5,10.8027,9.44,NULL,0.1,0.1,18.5,8.5,8390.237479
2017-12-28 5:00:00,148.2706978,233.7397718,32.6,10.3,1.9,14.8,121.7,52.2,0,11.7029,9.12,NULL,0.1,0.1,18.5,9,7346.865014
2017-12-28 4:45:00,140.231231,249.6597962,24.6,0,8.1,14.9,123.9,50.8,12.9,14.4036,12.48,NULL,0.1,0.1,21.6,9,8228.55246
2017-12-28 4:30:00,151.431352,284.3596741,23.7,0,48.4,14.8,139.6,51.1,0,13.5034,12.64,NULL,0.1,0.1,20.8,9,8294.067482
2017-12-28 4:15:00,190.5292655,289.3997317,20.8,46.2,45.6,15,142,50,13.2,10.8027,12.64,NULL,0.1,12,9.4,9,8303.462539
2017-12-28 4:00:00,151.6945592,226.0195981,13.5,8.2,0,14.8,130.8,48.1,0,15.3038,11.84,NULL,0.1,0.1,14.7,9,8525.31751
2017-12-28 3:45:00,142.6011636,264.4398743,23.5,0,44.8,14.7,126.4,50,13.5,13.5034,11.2,NULL,0.1,0.1,18.5,9,8664.402492
2017-12-28 3:30:00,196.6114847,281.4796525,0,51.8,46.5,14.8,169.5,48.1,0,12.6031,11.68,NULL,0.1,0.1,4,9,8700.375004
2017-12-28 3:15:00,144.7705234,237.5998341,8.3,0,41.8,14.9,120.6,58.5,6.3,11.7029,12.16,NULL,0.1,0.1,4,9,8191.020009
2017-12-28 3:00:00,152.442202,201.6797515,24.9,0,0,14.9,115.9,51.9,0,17.1043,10.56,NULL,0.1,0.1,17.8,9,8458.429995
2017-12-28 2:45:00,192.6608005,245.3596617,19.8,49,44.1,14.6,117.6,51.6,0,12.6031,9.92,NULL,0.1,0.1,4,9,8663.770018
2017-12-28 2:30:00,153.9002672,281.6398374,19.9,0,45.8,14.8,144.2,49.7,0,13.5034,11.84,NULL,0.1,0.1,18.5,9,8859.612496
2017-12-28 2:15:00,141.4613702,248.1996079,13.5,0,46.7,14.8,125.5,50,0,13.5034,12.16,NULL,0.1,0.1,4,8,8997.570018
2017-12-28 2:00:00,198.7119589,191.2000032,0,50.8,0,14.8,150.8,49.4,0,16.204,12.64,NULL,0.1,0.1,4.8,9,3855.852511
2017-12-28 1:45:00,152.1316838,253.2396747,24.4,6.9,14.8,14.9,135.2,49.2,0,16.204,11.68,NULL,0.1,0.1,17.8,9,8780.514987
2017-12-28 1:30:00,149.3901415,277.8595997,31,7.8,45.8,14.8,131,50.8,0,9.90247,11.84,NULL,0.1,0.1,19.3,9,8975.252462
2017-12-28 1:15:00,198.9411297,240.3998988,22.3,51.4,38.4,14.8,113.7,51.3,0,13.5034,12,NULL,0.1,0.1,20.8,9,9223.292487
2017-12-28 1:00:00,155.2290373,227.7397772,25.3,11.4,7.9,14.8,108.8,51.1,5.7,9.90247,12.16,NULL,0.1,0.1,20.8,8.5,8794.524952
2017-12-28 0:45:00,150.1905919,264.1196538,20.6,9.2,46.9,14.9,129.4,53,0,11.7029,10.72,NULL,0.1,0.1,20.8,9,8711.149978
2017-12-28 0:30:00,151.5610261,279.459663,-0.1,9.5,36.3,14.7,150.5,50,11.7,13.5034,10.08,NULL,0.1,0.1,20.8,8.5,8760.207507
2017-12-28 0:15:00,141.4009429,225.0999967,40.3,0,0,14.9,124.2,49.4,0,16.204,11.52,NULL,0.1,0.1,13.2,9,8950.550003
2017-12-28 0:00:00,143.5315595,270.8198509,13.5,0,46.6,14.8,127.5,49.4,13.2,11.7029,11.36,NULL,0.1,0.1,14.7,9,9399.172439
2017-12-27 23:45:00,137.4912663,237.6195932,0,0,47.7,14.9,112.6,50.5,0,14.4036,12.32,NULL,0.1,0.1,16.3,9,9247.632531
2017-12-27 23:30:00,153.1013415,248.459829,20.9,0,0,14.9,139.8,50.5,13.8,11.7029,13.28,NULL,0.1,9.1,15.5,8.5,9369.324962
2017-12-27 23:15:00,148.5500042,196.6999966,13.2,14.7,0,14.9,116.2,53,0,9.90247,13.44,NULL,0.1,0.1,20.8,9,6693.930042
2017-12-27 23:00:00,151.9519787,252.5798814,22.2,0,44.9,14.8,116.5,51.9,14.1,17.1043,9.28,NULL,0.1,0.1,5.6,9,9088.897559
2017-12-27 22:45:00,146.8704705,273.7996017,23.4,0,46.1,14.9,124.2,53.3,0,10.8027,9.28,NULL,0.1,0.1,20.8,9,7089.367518
2017-12-27 22:30:00,180.6806431,188.4999929,8.4,31.2,0,14.9,115.7,54.6,13.8,11.7029,12,NULL,0.1,0.1,9.4,9,5016.522527
2017-12-27 22:15:00,150.240787,174.7596994,0,9.3,0,14.9,108.5,53.3,0,17.1043,13.28,NULL,0.1,0.1,4,9,8295.222497
2017-12-27 22:00:00,161.0142323,275.359625,22.8,11.4,46.6,14.6,124.7,53,13.8,14.4036,13.12,NULL,0.1,0.1,11.7,9,8560.912534
2017-12-27 21:45:00,198.3307314,282.7596603,21.6,47.4,44.6,15,123.6,50.8,13.2,11.7029,11.68,NULL,0.1,8.1,20.8,9,9097.3375
2017-12-27 21:30:00,147.4515266,243.0199526,32.7,0,10.5,14.6,112.4,50.5,14.1,15.3038,9.92,NULL,0.1,0.1,19.3,8.5,8410.1025
2017-12-27 21:15:00,156.3456543,180.2798491,-0.1,0,-0.1,14.7,102.5,52.4,0,18.0045,10.24,NULL,0.1,0.1,20.8,9,8595.197495
2017-12-27 21:00:00,192.4321844,247.5795815,0,43,48.1,14.8,109.1,50.3,13.5,18.9047,12.32,NULL,0.1,0.1,20.8,9,8885.735025
2017-12-27 20:45:00,139.9316294,239.0000028,27,0,47,14.9,105.8,50,0,15.3038,12.8,NULL,0.1,0.1,13.2,9,8812.284925
2017-12-27 20:30:00,149.4208355,210.2996706,23.9,0,2.3,14.8,101.9,51.3,14.4,12.6031,12.96,NULL,0.1,0.1,10.9,9,8688.677487
2017-12-27 20:15:00,201.2464453,250.1196977,16.1,49.3,47.9,14.8,109.3,51.1,0,22.5056,12.8,NULL,0.1,0.1,15.5,9,8795.819984
2017-12-27 20:00:00,163.1884422,254.019889,23.5,0,46.9,14.9,115.4,49.2,14.1,21.6054,12.8,NULL,0.1,0.1,12.4,9,8970.492514
2017-12-27 19:45:00,151.1556732,189.2999346,12.9,0,7.5,14.8,119.5,51.9,0,18.0045,9.44,NULL,0.1,0.1,8.6,9,8899.33253
2017-12-27 19:30:00,206.5918905,209.3399365,14.4,49,4.1,14.8,115.1,52.2,14.1,16.204,9.28,NULL,0.1,0.1,20.8,9,8828.540028
2017-12-27 19:15:00,153.5161611,231.6596052,-0.1,0,47.4,15,109.3,53.5,0,22.5056,10.72,NULL,0.1,0.1,20.8,9,8964.777493
2017-12-27 19:00:00,166.5239302,172.1999994,16.9,0,0,14.8,95.3,53,14.4,24.3061,8.16,NULL,0.1,0.1,4,9,8947.212521
2017-12-27 18:45:00,167.8036877,214.4796153,29.6,11.4,40.1,14.8,68.7,50.8,0,24.3061,8,NULL,0.1,0.1,20.1,9,8783.979999
2017-12-27 18:30:00,170.3647415,195.5999967,20.6,9.9,0,14.7,109.1,51.1,14.1,27.0067,8.16,NULL,0.1,0.1,14.7,9,8839.352481
2017-12-27 18:15:00,179.6446729,234.2996775,19.7,12.5,42.4,14.9,100.3,51.3,0,27.0067,7.84,NULL,0.1,0.1,20.8,9,8828.189984
2017-12-27 18:00:00,170.0685706,170.9999958,21,9.3,-0.1,14.8,93.1,51.3,14.4,27.0067,7.84,NULL,0.1,0.1,4,9.5,9001.165026
2017-12-27 17:45:00,161.9239859,221.8797132,12.4,0,42.6,14.7,97,51.9,12.3,25.2063,7.84,NULL,0.1,8.5,9.4,9,9187.900018
2017-12-27 17:30:00,161.63683,348.1396471,8.5,0,38.8,14.8,90.1,52.2,14.7,25.2063,10.08,NULL,0.1,0.1,137.6,9,8990.347468
2017-12-27 17:15:00,166.2142598,313.5000058,15.2,0,37,14.6,83,52.4,0,26.1065,12.64,NULL,0.1,0.1,137.6,9,9019.390031
2017-12-27 17:00:00,183.2846927,287.739804,0,9.3,22.8,14.9,73.9,49.7,0,27.907,9.6,NULL,0.1,0.1,142.9,9,9317.832474
2017-12-27 16:45:00,125.9153331,268.1999958,0,18,16.7,14.8,73.1,-0.6,0,18.0045,10.72,NULL,0.1,0.1,145.2,9,9395.942533
2017-12-27 16:30:00,100.2522021,298.1196596,14.3,0,36.9,14.8,69.5,-0.6,0,18.0045,14.24,NULL,0.1,0.1,124.6,10,9393.792453
2017-12-27 16:15:00,118.0935617,262.9999973,-0.1,0,37.6,14.9,67,-0.6,0,18.9047,13.44,NULL,0.1,0.1,127.6,10.5,9375.242545
2017-12-27 16:00:00,121.4253059,240.0000025,0,8.9,0,15,66.2,-0.6,3,18.9047,10.08,NULL,0.1,0.1,139.1,10,9347.009965
2017-12-27 15:45:00,155.9952357,274.7999955,7.5,22.5,39.5,14.8,65.9,-0.6,0,18.0045,11.68,NULL,0.1,0.1,128.4,9,9415.109985
2017-12-27 15:30:00,136.8352019,275.2000086,-0.1,27.9,38.8,14.6,64.3,-0.6,0,18.0045,15.04,NULL,0.1,12.1,142.1,9,9487.185015
2017-12-27 15:15:00,146.9420799,290.2799083,0,41.3,38.6,14.7,62.1,-0.6,0,18.0045,12.32,NULL,0.1,0.1,143.7,9,9343.419988
2017-12-27 15:00:00,101.8550467,246.500003,4.5,0,-0.1,15,69.5,-0.6,0,17.1043,12.32,NULL,0.1,0.1,138.3,8.5,9130.464986
2017-12-27 14:45:00,120.4024627,312.7197519,4.5,7.4,42.3,14.9,67,-0.6,11.1,17.1043,10.56,NULL,0.1,0.1,129.2,9,8997.505033
2017-12-27 14:30:00,122.0420281,256.2999984,20.4,6.9,0,14.9,69,-0.6,0,17.1043,10.88,NULL,0.1,0.1,127.6,8.5,9106.189987
2017-12-27 14:15:00,144.0420287,320.000002,8.6,16.1,42.9,14.9,72.5,-0.6,0,17.1043,12.96,NULL,0.1,0.1,147.5,8.5,9379.685001
2017-12-27 14:00:00,127.5819954,260.4999953,8.2,0,0,14.8,71.4,-0.6,0,17.1043,13.44,NULL,0.1,0.1,144.4,9,9408.647485
2017-12-27 13:45:00,135.412011,309.4999972,15,12.5,43.2,14.9,80.5,-0.6,0,17.1043,13.12,NULL,0.1,0.1,130.7,9,9450.60746
2017-12-27 13:30:00,114.4122358,322.1596981,-0.1,0,43.2,14.8,81.6,-0.6,0,18.0045,9.76,NULL,0.1,0.1,146,9.5,9460.96747
2017-12-27 13:15:00,118.9310111,255.5999971,-0.1,0,-0.1,14.7,85.2,-0.6,0,17.1043,9.92,NULL,0.1,0.1,136,9,9484.867498
2017-12-27 13:00:00,152.8751138,334.5999943,0,47.8,45.8,14.6,86.8,-0.6,12.6,17.1043,6.88,NULL,0.1,0.1,142.9,9,9387.165015
2017-12-27 12:45:00,107.4467775,271.1999908,0,0,-0.1,14.9,90.7,-0.6,0,18.0045,7.52,NULL,0.1,0.1,142.9,9,9290.444993
